user63216,ws,27,1,63216,2024-05-07,2024-06-03,7001
user38950,ws,1,1,38950,2024-05-07,2024-05-08,7001
user59757,ws,11,1,59757,2024-05-07,2024-05-18,7001
user62631,ws,8,1,62631,2024-05-07,2024-05-15,7001
user39653,ws,23,1,39653,2024-05-07,2024-05-30,7001
user54605,ws,14,1,54605,2024-05-07,2024-05-21,7001
user37166,ws,27,1,37166,2024-05-07,2024-06-03,7001
user55509,ws,24,1,55509,2024-05-07,2024-05-31,7001
user56004,ws,23,1,56004,2024-05-07,2024-05-30,7001
user35134,ws,28,1,35134,2024-05-07,2024-06-04,7001
user36466,ws,31,1,36466,2024-05-07,2024-06-07,7001
user56730,ws,22,1,56730,2024-05-07,2024-05-29,7001
user36737,ws,10,1,36737,2024-05-07,2024-05-17,7001
user56157,ws,23,1,56157,2024-05-07,2024-05-30,7001
user54802,ws,26,1,54802,2024-05-07,2024-06-02,7001
user46365,ws,23,1,46365,2024-05-07,2024-05-30,7001
user56032,ws,7,1,56032,2024-05-07,2024-05-14,7001
user43141,ws,26,1,43141,2024-05-07,2024-06-02,7001
user62629,ws,9,1,62629,2024-05-07,2024-05-16,7001
user45945,ws,11,1,45945,2024-05-07,2024-05-18,7001
user61753,ws,82,1,61753,2024-05-07,2024-07-28,7001
user60598,ws,13,1,60598,2024-05-07,2024-05-20,7001
user60978,ws,13,1,60978,2024-05-07,2024-05-20,7001
user63320,ws,5,1,63320,2024-05-07,2024-05-12,7001
user38798,ws,29,1,38798,2024-05-07,2024-06-05,7001
user35010,ws,10,1,35010,2024-05-07,2024-05-17,7001
user53154,ws,30,1,53154,2024-05-07,2024-06-06,7001
user49660,ws,30,1,49660,2024-05-07,2024-06-06,7001
user44514,ws,26,1,44514,2024-05-07,2024-06-02,7001
user55719,ws,30,2,55719,2024-05-07,2024-06-06,7002
user57114,ws,60,1,57114,2024-05-07,2024-07-06,7001
user35833,ws,30,2,35833,2024-05-07,2024-06-06,7002
user57589,ws,30,2,57589,2024-05-07,2024-06-06,7002
user36475,ws,90,2,36475,2024-05-07,2024-08-05,7002
user36820,ws,30,2,36820,2024-05-07,2024-06-06,7002
user63416,ws,30,2,63416,2024-05-07,2024-06-06,7002
user56591,ws,30,2,56591,2024-05-07,2024-06-06,7002
user60263,ws,23,2,60263,2024-05-07,2024-05-30,7002
user46815,ws,8,2,46815,2024-05-07,2024-05-15,7002
user61323,ws,30,1,61323,2024-05-07,2024-06-06,7001
user39045,ws,30,2,39045,2024-05-07,2024-06-06,7002
user58419,ws,30,2,58419,2024-05-07,2024-06-06,7002
user62349,ws,22,2,62349,2024-05-07,2024-05-29,7002
user65158,ws,19,2,65158,2024-05-07,2024-05-26,7002
user55739,ws,88,2,55739,2024-05-07,2024-08-03,7002
user40461,ws,22,2,40461,2024-05-07,2024-05-29,7002
user56654,ws,30,2,56654,2024-05-07,2024-06-06,7002
user39787,ws,3,2,39787,2024-05-07,2024-05-10,7002
user63779,ws,30,2,63779,2024-05-07,2024-06-06,7002
user57726,ws,30,1,57726,2024-05-07,2024-06-06,7001
user64680,ws,90,2,64680,2024-05-07,2024-08-05,7002
user47399,ws,4,2,47399,2024-05-07,2024-05-11,7002
user42733,ws,30,2,42733,2024-05-07,2024-06-06,7002
user41130,ws,30,1,41130,2024-05-07,2024-06-06,7001
user64985,ws,27,1,64985,2024-05-07,2024-06-03,7001
user38603,ws,30,2,38603,2024-05-07,2024-06-06,7002
user64482,ws,30,1,64482,2024-05-07,2024-06-06,7001
user37142,ws,30,2,37142,2024-05-07,2024-06-06,7002
user58103,ws,21,2,58103,2024-05-07,2024-05-28,7002
user56970,ws,1,2,56970,2024-05-07,2024-05-08,7002
user65134,ws,26,1,65134,2024-05-07,2024-06-02,7001
user36311,ws,30,2,36311,2024-05-07,2024-06-06,7002
user61553,ws,12,1,61553,2024-05-07,2024-05-19,7001
user38993,ws,30,1,38993,2024-05-07,2024-06-06,7001
user43806,ws,30,2,43806,2024-05-07,2024-06-06,7002
user36330,ws,13,2,36330,2024-05-07,2024-05-20,7002
user54581,ws,30,1,54581,2024-05-07,2024-06-06,7001
user39997,ws,30,2,39997,2024-05-07,2024-06-06,7002
user45134,ws,25,1,45134,2024-05-08,2024-06-02,7001
user57585,ws,8,2,57585,2024-05-08,2024-05-16,7002
user50688,ws,8,2,50688,2024-05-08,2024-05-16,7002
user61217,ws,30,1,61217,2024-05-08,2024-06-07,7001
user46424,ws,20,2,46424,2024-05-08,2024-05-28,7002
user42523,ws,3,2,42523,2024-05-08,2024-05-11,7002
user50089,ws,13,1,50089,2024-05-08,2024-05-21,7001
user37173,ws,24,1,37173,2024-05-08,2024-06-01,7001
user57682,ws,7,2,57682,2024-05-08,2024-05-15,7002
user37802,ws,30,1,37802,2024-05-08,2024-06-07,7001
user55803,ws,30,1,55803,2024-05-08,2024-06-07,7001
user41987,ws,30,2,41987,2024-05-08,2024-06-07,7002
user45014,ws,30,1,45014,2024-05-08,2024-06-07,7001
user59110,ws,13,1,59110,2024-05-08,2024-05-21,7001
user37972,ws,75,2,37972,2024-05-08,2024-07-22,7002
user44572,ws,24,1,44572,2024-05-08,2024-06-01,7001
user64635,ws,10,2,64635,2024-05-08,2024-05-18,7002
user61418,tcp,0,1,61418,2024-05-08,2024-05-08,8001
user36936,ws,0,2,36936,2024-05-08,2024-05-08,7002
user53046,ws,23,1,53046,2024-05-08,2024-05-31,7001
user49633,ws,23,2,49633,2024-05-08,2024-05-31,7002
user49533,ws,30,2,49533,2024-05-08,2024-06-07,7002
user53428,ws,0,3,53428,2024-05-08,2024-05-08,7003
user47111,ws,21,3,47111,2024-05-08,2024-05-29,7003
user56617,ws,60,3,56617,2024-05-08,2024-07-07,7003
user48429,tcp,60,3,48429,2024-05-08,2024-07-07,8003
user52708,ws,30,3,52708,2024-05-08,2024-06-07,7003
user36629,ws,30,3,36629,2024-05-08,2024-06-07,7003
user57203,tcp,0,3,57203,2024-05-08,2024-05-08,8003
user51857,ws,30,3,51857,2024-05-08,2024-06-07,7003
user40679,ws,60,3,40679,2024-05-08,2024-07-07,7003
user54055,ws,30,3,54055,2024-05-08,2024-06-07,7003
user50888,tcp,0,3,50888,2024-05-08,2024-05-08,8003
user59549,tcp,30,3,59549,2024-05-08,2024-06-07,8003
user50919,ws,0,3,50919,2024-05-08,2024-05-08,7003
user47753,ws,30,3,47753,2024-05-08,2024-06-07,7003
user36617,tcp,30,2,36617,2024-05-08,2024-06-07,8002
user59402,tcp,0,3,59402,2024-05-08,2024-05-08,8003
user48472,tcp,30,3,48472,2024-05-08,2024-06-07,8003
